"ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry","CustomerID","Customers_CompanyName","Address","City","Region","PostalCode","Country","Salesperson","OrderID","OrderDate","RequiredDate","ShippedDate","Shippers_CompanyName","ProductID","ProductName","UnitPrice","Quantity","Discount","ExtendedPrice","Freight"
"惣菜びみ","西春日井郡豊山町豊場新田 17-X","西春日井郡",,"480-0202","愛知県","24","惣菜びみ","仙台市太白区人来田 3-15-XX","仙台市","太白区","982-0222","宮城県","田中 秀樹",10509,1995/5/18,1995/6/15,1995/5/9,"アカネコ",15,"ピュアデミグラスソース",70,1,0.00,70,0
"洋風居酒屋けい・えっくす","鹿児島市宇宿町 2655-XX","鹿児島市","宇宿町","890-0074","鹿児島県","27","洋風居酒屋けい・えっくす","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","高橋 真紀",10255,1994/8/12,1994/9/9,1994/8/15,"ペンギン",16,"だしかつお",14,35,0.00,487,148
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","高橋 真紀",10263,1994/8/23,1994/9/20,1994/8/31,"ペンギン",16,"だしかつお",14,60,0.25,626,146
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡","志免町","811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","正門 恵子",10293,1994/9/29,1994/10/27,1994/10/5,"ペンギン",16,"だしかつお",200,5,0.00,1000,21
"雪花ガーデン","札幌市豊平区中の島一条2丁目 4-XX","札幌市","豊平区","062-0921","北海道","14","雪花ガーデン","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","高橋 真紀",10386,1995/1/18,1995/2/1,1995/1/19,"ペンギン",16,"だしかつお",320,100,0.00,32000,14
"笹の葉食料品店","横浜市緑区千草台 7-X","横浜市",,"226-0000","神奈川県","33","笹の葉食料品店","鹿児島市宇宿町 2655-XX","鹿児島市","白山町","890-0074","鹿児島県","田中 秀樹",10494,1995/5/3,1995/5/31,1995/4/24,"トマト",16,"だしかつお",250,50,0.00,12500,66
"札幌フード","札幌市手稲区前田 4-9-3-XX","札幌市",,"006-0814","北海道","13","札幌フード","京都市西京区山田平尾町 73-X","京都府",,"615-8256","京都府","森上 偉久馬",10265,1994/8/25,1994/9/22,1994/9/12,"アカネコ",17,"だしこんぶ",30,30,0.00,900,55
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡","志免町","811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","正門 恵子",10293,1994/9/29,1994/10/27,1994/10/5,"ペンギン",17,"だしこんぶ",200,5,0.00,1000,21
"雪花ガーデン","札幌市豊平区中の島一条2丁目 4-XX","札幌市","豊平区","062-0921","北海道","14","雪花ガーデン","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","高橋 真紀",10386,1995/1/18,1995/2/1,1995/1/19,"ペンギン",17,"だしこんぶ",300,100,0.00,30000,14
"笹の葉食料品店","横浜市緑区千草台 7-X","横浜市",,"226-0000","神奈川県","33","笹の葉食料品店","鹿児島市宇宿町 2655-XX","鹿児島市","白山町","890-0074","鹿児島県","田中 秀樹",10494,1995/5/3,1995/5/31,1995/4/24,"トマト",17,"だしこんぶ",250,50,0.00,12500,66
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","松沢 彩子",10278,1994/9/12,1994/10/10,1994/9/13,"トマト",18,"ピリカラタバスコ",250,400,0.00,100000,93
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","松沢 彩子",10286,1994/9/21,1994/10/19,1994/9/27,"ペンギン",18,"ピリカラタバスコ",0,1,0.00,0,229
"大和マーケット","長野市大豆島 1798-X","長野市",,"381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","田中 秀樹",10403,1995/2/3,1995/3/3,1995/2/3,"ペンギン",18,"ピリカラタバスコ",250,50,0.00,12500,74
"商店せんしょう","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","20","商店せんしょう","札幌市手稲区前田 4-9-3-XX","札幌市","手稲区前田","006-0814","北海道","森上 偉久馬",10462,1995/4/3,1995/5/1,1995/3/22,"アカネコ",18,"ピリカラタバスコ",89,5,0.00,445,6
"山門屋","中野区大和町 2-41-XX","中野区",,"165-0034","東京都","36","山門屋","鹿児島市宇宿 2-14-X","鹿児島市",,"890-0073","鹿児島県","木下 和明",10273,1994/9/5,1994/10/3,1994/9/12,"ペンギン",19,"のり山椒",200,1000,0.00,200000,76
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","松沢 彩子",10278,1994/9/12,1994/10/10,1994/9/13,"トマト",19,"のり山椒",100,400,0.00,40000,93
"笹の葉食料品店","横浜市緑区千草台 7-X","横浜市",,"226-0000","神奈川県","33","笹の葉食料品店","鹿児島市宇宿町 2655-XX","鹿児島市","白山町","890-0074","鹿児島県","木下 和明",10362,1994/12/26,1995/1/23,1994/12/21,"アカネコ",19,"のり山椒",0,1,0.00,0,96
"食料品店ふじ","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","29","食料品店ふじ","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","木下 和明",10391,1995/1/23,1995/2/20,1995/1/18,"ペンギン",19,"のり山椒",150,1,0.00,150,5
"喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","1","喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","松沢 彩子",10500,1995/5/10,1995/6/7,1995/5/11,"アカネコ",19,"のり山椒",50,10,0.00,500,43
"ヒロコーポレーション","横浜市旭区左近山 3-18-XXX","横浜市",,"241-0831","神奈川県","46","ヒロコーポレーション","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","高橋 真紀",10501,1995/5/10,1995/6/7,1995/5/26,"ペンギン",19,"のり山椒",0,1,0.00,0,9
"小料理なんごく","京都市西京区山田平尾町 73-X","京都市",,"615-8256","沖縄県","2","小料理なんごく","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","木下 和明",10547,1995/6/23,1995/7/21,1995/6/7,"トマト",19,"のり山椒",90,10,0.00,900,178
"高原亭","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","50","高原亭","横浜市旭区左近山 3-18-XXX","横浜市","旭区","241-0831","神奈川県","田中 秀樹",10252,1994/8/9,1994/9/6,1994/8/11,"トマト",20,"特製和風醤油",65,40,0.05,2462,51
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市","津田沼","275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","木下 和明",10266,1994/8/26,1994/10/7,1994/8/31,"ペンギン",20,"特製和風醤油",50,500,0.50,12500,26
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","明山 典央",10359,1994/12/22,1995/1/19,1994/12/19,"ペンギン",20,"特製和風醤油",0,1,0.00,0,288
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","松沢 彩子",10366,1994/12/29,1995/2/9,1994/12/27,"トマト",20,"特製和風醤油",1500,2,0.00,3000,10
"大宮ユニオン","草加市吉町 3-4-X","草加市",,"340-0017","埼玉県","38","大宮ユニオン","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","正門 恵子",10469,1995/4/10,1995/5/8,1995/4/12,"アカネコ",20,"特製和風醤油",1500,1,0.00,1500,60
"ヒロコーポレーション","横浜市旭区左近山 3-18-XXX","横浜市",,"241-0831","神奈川県","46","ヒロコーポレーション","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","田中 秀樹",10259,1994/8/18,1994/9/15,1994/8/25,"ペンギン",21,"バニラクリームアイス",8,10,0.00,80,3
"温泉レストラン","吾妻郡草津町 462-XX","吾妻郡",,"377-1700","群馬県","8","温泉レストラン","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","田中 秀樹",10261,1994/8/19,1994/9/16,1994/8/30,"トマト",21,"バニラクリームアイス",8,20,0.00,160,3
"レストラン石坂","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","48","レストラン石坂","逗子市山の根 3-15-XX","逗子市",,"249-0002","神奈川県","森上 偉久馬",10277,1994/9/9,1994/10/7,1994/9/14,"ペンギン",21,"バニラクリームアイス",120,1000,0.00,120000,126
"宮株式会社","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","16","宮株式会社","吾妻郡草津町 462-XX","吾妻郡","豆島","377-1700","群馬県","木下 和明",10283,1994/9/16,1994/10/14,1994/9/21,"ペンギン",21,"バニラクリームアイス",0,1,0.00,0,85
"名店はかたっこ","朝倉郡夜須町篠隈 225-XX","朝倉郡",,"838-0215","福岡県","21","名店はかたっこ","札幌市豊平区中の島一条2丁目 4-XX","札幌市",,"062-0921","北海道","正門 恵子",10292,1994/9/28,1994/10/26,1994/10/4,"トマト",21,"バニラクリームアイス",100,500,0.00,50000,1
"自然食なちゅらる","福岡市博多区東平尾 2-10-XX","福岡市",,"816-0053","福岡県","23","自然食なちゅらる","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","松沢 彩子",10354,1994/12/15,1995/1/12,1994/12/9,"ペンギン",21,"バニラクリームアイス",100,50,0.00,5000,54
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","古田 哲也",10367,1994/12/29,1995/1/26,1995/1/2,"ペンギン",21,"バニラクリームアイス",200,100,0.00,20000,14
"コーヒーハウスフェンス","君津市袖ケ浦町野里 1539-X","君津市",,"299-1100","千葉県","42","コーヒーハウスフェンス","大田区萩中 2-4-X","中野区",,"144-0047","東京都","田中 秀樹",10418,1995/2/17,1995/3/17,1995/2/14,"アカネコ",21,"バニラクリームアイス",0,1,0.00,0,18
"小料理なんごく","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","2","小料理なんごく","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","木下 和明",10445,1995/3/16,1995/4/13,1995/3/10,"アカネコ",21,"バニラクリームアイス",120,5,0.00,600,9
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","木下 和明",10251,1994/8/8,1994/9/5,1994/8/15,"アカネコ",22,"チョコクリームアイス",17,6,0.05,96,41
"レストラン石坂","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","48","レストラン石坂","逗子市山の根 3-15-XX","逗子市",,"249-0002","神奈川県","森上 偉久馬",10277,1994/9/9,1994/10/7,1994/9/14,"ペンギン",22,"チョコクリームアイス",120,1000,0.00,120000,126
"コーヒーハウスフェンス","君津市袖ケ浦町野里 1539-X","君津市",,"299-1100","千葉県","42","コーヒーハウスフェンス","大田区萩中 2-4-X","中野区",,"144-0047","東京都","田中 秀樹",10294,1994/9/30,1994/10/28,1994/10/3,"トマト",22,"チョコクリームアイス",0,1,0.00,0,147
"自然食なちゅらる","福岡市博多区東平尾 2-10-XX","福岡市",,"816-0053","福岡県","23","自然食なちゅらる","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","松沢 彩子",10354,1994/12/15,1995/1/12,1994/12/9,"ペンギン",22,"チョコクリームアイス",100,50,0.00,5000,54
"酒蔵でん","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","6","酒蔵でん","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","正門 恵子",10361,1994/12/23,1995/1/20,1994/12/21,"トマト",22,"チョコクリームアイス",0,1,0.00,0,183
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","古田 哲也",10367,1994/12/29,1995/1/26,1995/1/2,"ペンギン",22,"チョコクリームアイス",200,100,0.00,20000,14
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","木下 和明",10433,1995/3/6,1995/4/3,1995/3/3,"ペンギン",22,"チョコクリームアイス",100,5,0.00,500,74
"居酒屋ななべえ","京都市西京区山田平尾町 73-X","京都市西",,"615-8256","京都府","5","居酒屋ななべえ","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","東海 誠一",10446,1995/3/17,1995/4/14,1995/4/4,"アカネコ",22,"チョコクリームアイス",0,1,0.00,0,15
"大和マーケット","長野市大豆島 1798-X","長野市",,"381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","田中 秀樹",10447,1995/3/17,1995/4/14,1995/3/16,"トマト",22,"チョコクリームアイス",150,500,0.00,75000,69
"大和マーケット","長野市大豆島 1798-X","長野市",,"381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","明山 典央",10474,1995/4/13,1995/5/11,1995/3/31,"トマト",22,"チョコクリームアイス",0,1,0.00,0,83
"大和マーケット","長野市大豆島 1798-X","長野市",,"381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","木下 和明",10492,1995/5/2,1995/5/30,1995/4/21,"アカネコ",22,"チョコクリームアイス",0,1,0.00,0,63
"ジャンボストアー","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","千葉県","34","ジャンボストアー","広島市西区観音新町 1-16-X","広島市","西区","733-0036","広島県","森上 偉久馬",10541,1995/6/19,1995/7/17,1995/6/5,"アカネコ",22,"チョコクリームアイス",120,50,0.00,6000,69
"宮株式会社","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","16","宮株式会社","吾妻郡草津町 462-XX","吾妻郡","豆島","377-1700","群馬県","田中 秀樹",10326,1994/11/10,1994/12/8,1994/11/23,"トマト",23,"紅茶バー",0,1,0.00,0,78
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","明山 典央",10359,1994/12/22,1995/1/19,1994/12/19,"ペンギン",23,"紅茶バー",0,1,0.00,0,288
"月野株式会社","仙台市太白区人来田 3-15-XX","仙台市",,"982-0222","宮城県","17","月野株式会社","長野市大豆島 1798-X","長野市",,"381-0022","長野県","木下 和明",10365,1994/12/28,1995/1/25,1994/12/28,"トマト",23,"紅茶バー",0,1,0.00,0,22
"山門屋","中野区大和町 2-41-XX","中野区",,"165-0034","東京都","36","山門屋","鹿児島市宇宿 2-14-X","鹿児島市",,"890-0073","鹿児島県","正門 恵子",10393,1995/1/25,1995/2/22,1995/1/23,"ペンギン",23,"紅茶バー",0,1,0.00,0,127
"蓬莱堂","世田谷区給田 3-31-X","世田谷区",,"157-0064","東京都","44","蓬莱堂","野田市日之出町 27-XX","野田市",,"270-0234","千葉県","古田 哲也",10406,1995/2/7,1995/3/21,1995/2/9,"アカネコ",23,"紅茶バー",0,1,0.00,0,108
"ポム・ド・テール","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","41","ポム・ド・テール","中野区大和町 2-41-XX","川崎市",,"165-0034","東京都","松沢 彩子",10412,1995/2/13,1995/3/13,1995/2/8,"トマト",23,"紅茶バー",0,1,0.00,0,4
"喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","1","喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","東海 誠一",10480,1995/4/20,1995/5/18,1995/4/18,"トマト",23,"紅茶バー",100,10,0.20,800,1
"酒蔵でん","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","6","酒蔵でん","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","古田 哲也",10507,1995/5/16,1995/6/13,1995/5/10,"アカネコ",23,"紅茶バー",0,1,0.00,0,47
"大和マーケット","札幌市手稲区前田 4-9-3-XX","札幌市",,"006-0814","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","正門 恵子",10546,1995/6/23,1995/7/21,1995/6/30,"ペンギン",23,"紅茶バー",0,1,0.00,0,195
"洋食ちくさ","名古屋市瑞穂区中根町 5-4-X","名古屋市",,"467-0055","愛知県","25","洋食ちくさ","吹田市竹見台 2-X","吹田市",,"565-0863","大阪府","明山 典央",10254,1994/8/11,1994/9/8,1994/8/23,"トマト",24,"じゃがチップス",4,15,0.15,46,23
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","高橋 真紀",10263,1994/8/23,1994/9/20,1994/8/31,"ペンギン",24,"じゃがチップス",4,28,0.00,101,146
"コーヒーハウスフェンス","君津市袖ケ浦町野里 1539-X","君津市","袖ケ浦町","299-1100","千葉県","42","コーヒーハウスフェンス","大田区萩中 2-4-X","中野区",,"144-0047","東京都","松沢 彩子",10268,1994/8/30,1994/9/27,1994/9/2,"ペンギン",24,"じゃがチップス",100,100,0.00,10000,66
"居酒屋ななべえ","京都市西京区山田平尾町 73-X","京都市",,"615-8256","京都府","5","居酒屋ななべえ","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","松沢 彩子",10305,1994/10/14,1994/11/11,1994/10/19,"ペンギン",24,"じゃがチップス",0,1,0.00,0,258
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","正門 恵子",10325,1994/11/9,1994/11/23,1994/11/11,"ペンギン",24,"じゃがチップス",110,1,0.00,110,65
"宮株式会社","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","16","宮株式会社","吾妻郡草津町 462-XX","吾妻郡","豆島","377-1700","群馬県","田中 秀樹",10326,1994/11/10,1994/12/8,1994/11/23,"トマト",24,"じゃがチップス",0,1,0.00,0,78
"レストラン石坂","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","48","レストラン石坂","逗子市山の根 3-15-XX","逗子市",,"249-0002","神奈川県","正門 恵子",10357,1994/12/20,1995/1/17,1995/1/3,"ペンギン",24,"じゃがチップス",250,1,0.00,250,35
"自然食なちゅらる","福岡市博多区東平尾 2-10-XX","福岡市",,"816-0053","福岡県","23","自然食なちゅらる","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","田中 秀樹",10382,1995/1/13,1995/2/10,1995/1/9,"アカネコ",24,"じゃがチップス",120,1,0.00,120,95
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","東海 誠一",10395,1995/1/26,1995/2/23,1995/1/20,"アカネコ",24,"じゃがチップス",10,5,0.00,50,184
"名店はかたっこ","朝倉郡夜須町篠隈 225-XX","朝倉郡",,"838-0215","福岡県","21","名店はかたっこ","札幌市豊平区中の島一条2丁目 4-XX","札幌市",,"062-0921","北海道","森上 偉久馬",10404,1995/2/3,1995/3/3,1995/2/6,"アカネコ",24,"じゃがチップス",100,200,0.00,20000,156
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","正門 恵子",10473,1995/4/13,1995/4/27,1995/4/3,"ペンギン",24,"じゃがチップス",90,1000,0.10,81000,16
"喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","1","喫茶たいむましん","佐賀市長瀬町 23-XX","佐賀市",,"840-0853","佐賀県","高橋 真紀",10506,1995/5/16,1995/6/13,1995/5/3,"トマト",24,"じゃがチップス",20,50,0.00,1000,21
"料亭きゅうきゅう","広島市西区観音新町 1-16-X","広島市",,"733-0036","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","明山 典央",10297,1994/10/5,1994/11/16,1994/10/11,"トマト",25,"アメリカンクラッカー",120,5,0.00,600,6
"城元株式会社","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","15","城元株式会社","大田区大森東 1-35-X","大田区",,"143-0012","東京都","高橋 真紀",10331,1994/11/16,1994/12/28,1994/11/14,"アカネコ",25,"アメリカンクラッカー",100,50,0.00,5000,10
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","木下 和明",10332,1994/11/17,1994/12/29,1994/11/14,"トマト",25,"アメリカンクラッカー",100,100,0.00,10000,53
"洋風居酒屋けい・えっくす","鹿児島市宇宿町 2655-XX","鹿児島市",,"890-0074","鹿児島県","27","洋風居酒屋けい・えっくす","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","明山 典央",10333,1994/11/18,1994/12/16,1994/11/17,"ペンギン",25,"アメリカンクラッカー",50,100,0.00,5000,1
"イルカランド","大田区萩中 2-4-X","大田区",,"144-0047","東京都","37","イルカランド","成田市台方 XXX","成田市",,"286-0003","千葉県","松沢 彩子",10334,1994/11/21,1994/12/19,1994/11/23,"トマト",25,"アメリカンクラッカー",100,50,0.00,5000,9
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","松沢 彩子",10383,1995/1/16,1995/2/13,1995/1/9,"ペンギン",25,"アメリカンクラッカー",0,1,0.00,0,34
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","森上 偉久馬",10392,1995/1/24,1995/2/21,1995/1/20,"ペンギン",25,"アメリカンクラッカー",100,5,0.00,500,122
"温泉レストラン","吾妻郡草津町 462-XX","吾妻郡",,"377-1700","群馬県","8","温泉レストラン","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","東海 誠一",10423,1995/2/23,1995/3/9,1995/2/17,"ペンギン",25,"アメリカンクラッカー",0,1,0.00,0,25
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","田中 秀樹",10426,1995/2/27,1995/3/27,1995/2/27,"アカネコ",25,"アメリカンクラッカー",0,1,0.00,0,19
"居酒屋ななべえ","京都市西京区山田平尾町 73-X","京都市",,"615-8256","京都府","5","居酒屋ななべえ","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","古田 哲也",10483,1995/4/24,1995/5/22,1995/4/14,"トマト",25,"アメリカンクラッカー",150,1,0.00,150,15
"商店せんしょう","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","20","商店せんしょう","札幌市手稲区前田 4-9-3-XX","札幌市","手稲区前田","006-0814","北海道","古田 哲也",10496,1995/5/5,1995/6/2,1995/4/26,"トマト",25,"アメリカンクラッカー",200,100,0.00,20000,47
"城元株式会社","大館市釈迦内字館 30-XX","大館市","釈迦内字館","017-0012","宮城県","15","城元株式会社","大田区大森東 1-35-X","大田区",,"143-0012","東京都","木下 和明",10540,1995/6/19,1995/7/17,1995/5/30,"ペンギン",25,"アメリカンクラッカー",100,100,0.00,10000,1008
"アリス亭","大田区大森東 1-35-X","大田区",,"143-0012","千葉県","39","アリス亭","横浜市緑区千草台 7-X","横浜市","千草台","226-0000","神奈川県","森上 偉久馬",10553,1995/6/30,1995/7/28,1995/6/12,"トマト",25,"アメリカンクラッカー",0,1,0.00,0,149
"宮株式会社","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","16","宮株式会社","吾妻郡草津町 462-XX","吾妻郡","豆島","377-1700","群馬県","田中 秀樹",10326,1994/11/10,1994/12/8,1994/11/23,"トマト",26,"バナナキャンディー",0,1,0.00,0,78
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","古田 哲也",10336,1994/11/23,1994/12/21,1994/11/21,"トマト",26,"バナナキャンディー",110,1,0.00,110,16
"びしゃもんや","成田市台方 XXX","成田市",,"286-0003","千葉県","31","びしゃもんや","名古屋市瑞穂区中根町 5-4-X","名古屋市","中根町","467-0055","愛知県","正門 恵子",10400,1995/2/1,1995/3/1,1995/2/1,"ペンギン",26,"バナナキャンディー",120,5,0.00,600,84
"小料理なんごく","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","2","小料理なんごく","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","木下 和明",10445,1995/3/16,1995/4/13,1995/3/10,"アカネコ",26,"バナナキャンディー",110,5,0.00,550,9
"食料品店ふじ","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","29","食料品店ふじ","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","松沢 彩子",10498,1995/5/8,1995/6/5,1995/4/24,"トマト",26,"バナナキャンディー",150,10,0.00,1500,30
"アリス亭","野田市日之出町 27-XX","野田市",,"270-0234","千葉県","39","アリス亭","横浜市緑区千草台 7-X","横浜市","千草台","226-0000","神奈川県","田中 秀樹",10257,1994/8/16,1994/9/13,1994/8/22,"ペンギン",27,"メロンミルクキャンディー",35,25,0.00,878,82
"月野株式会社","仙台市太白区人来田 3-15-XX","仙台市",,"982-0222","宮城県","17","月野株式会社","長野市大豆島 1798-X","長野市",,"381-0022","長野県","高橋 真紀",10323,1994/11/7,1994/12/5,1994/11/11,"アカネコ",27,"メロンミルクキャンディー",0,1,0.00,0,5
"北冷マート","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","12","北冷マート","津市一身田中野 19-X","津市",,"514-0112","三重県","森上 偉久馬",10339,1994/11/28,1994/12/26,1994/11/28,"トマト",27,"メロンミルクキャンディー",0,1,0.00,0,16
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","明山 典央",10359,1994/12/22,1995/1/19,1994/12/19,"ペンギン",27,"メロンミルクキャンディー",0,1,0.00,0,288
"甘味喫茶ダイ","逗子市山の根 3-15-XX","逗子市",,"249-0002","神奈川県","43","甘味喫茶ダイ","草加市吉町 3-4-X","草加市",,"340-0017","埼玉県","田中 秀樹",10360,1994/12/23,1995/1/20,1994/12/26,"ペンギン",27,"メロンミルクキャンディー",0,1,0.00,0,132
"よろず商店","川崎市中原区宮内 XXX","川崎市",,"211-0051","神奈川県","35","よろず商店","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","正門 恵子",10371,1995/1/3,1995/1/31,1995/1/4,"アカネコ",27,"メロンミルクキャンディー",110,50,0.00,5500,0
